corpus	conv_id	token_id	token_span	audio	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
KIPasti	KPS004	3099-2	3099-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=6780316&end=6786337	no	_	_	_	sia sì una ventina d''anni in più di mia madre una quarantina aveva // eh insomma comunque era giovane mio nonno // prese ha	capito	di dire no ma tu stai giù sotto mo scende mia figlia e dal finestrino ti do mia nipote e la valigia // lui ci teneva alla
KIPasti	KPS004	3139-6	3139-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=6909149&end=6912485	yes	Richiesta di accordo/conferma	_	_	la guerra lui s''è organizzato // e non ha voluto andare più alla al suo lavoro // dice non volevo andarmi a sottomettere	capito?	mio padre era orgoglioso // mh facciamo entrare un po'' d''aria // e quindi se n''è anda~ è andato sa~ siamo tornati // e siamo
KIPasti	KPS004	3175-4	3175-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=7024374&end=7026749	yes	Richiesta di accordo/conferma	_	_	xx quello al momento divendeva di divideva quello che c''è da dividere però non partecipava // perchè era un lavativo	capito?	alessandra // era un lavativo era // teneva sempre // da divertimenti poi con la moglie così pensava a tutt''altro che //
KIP	TOA3011	337-2	337-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3011&begin=520826&end=522952	no	_	_	_	// no ti prego // vabbè però tipo uscire dal vaso // no un'' altra x // // cioè secondo me a volte vengono fuori // no no // sì ho	capito	però sì non puoi // sì cose anche diverte~ // no anche un'' altra che mi aveva fatto ridere è stata // ehm // espatriazione //
ParlaBO	PBA004	1307-14	1307-14	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=2538940&end=2544120	no	_	_	_	troppo // calma // // definiamola in questa maniera // // e // ti servono cose insomma per come è la tua vita da quello che ho	capito	musiche movimentate // sì // esattamente e // però sì ma neanche troppo in realtà // però ecco quella è l''unica
ParlaBO	PBA004	1390-6	1390-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=2697240&end=2701400	no	_	_	_	troppi simili sti sti termini // dopo vuoi farci ascoltare una traccia perchè non la conosco // no non cre~ comunque io ho	capito	che cosa dice lei non credo sia la stessa // mh // vabbè dopo illuminaci // dopo sì sì sì ti prego // xxxxxxx // e sì con
ParlaBO	PBA004	1590-1	1590-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA004&begin=3103240&end=3104210	yes	Marcatura della conoscenza condivisa	_	_	mette l''ansia quando n~ non ci sono // perchè mhmh cioè soprattutto quando piove // per abitudine // è l''abitudine // eh	capito	// giri ovunque // a grandi linee salvo eh // c''è il portico // piove // c''è il portico // questo è falso // è come una coperta
KIP	BOD2001	66-21	66-21	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2001&begin=304598&end=321196	no	_	_	_	proprio un complimento in inglese // emh e c'' erano questi due ragazzi con la birra che mi salutano e mi fanno hi e quindi ho	capito	che erano loro ad avermi lasciato questo complimento diciamo mh vabbè primo impatto un po'' traumatico poi diciamo sì si
KIP	BOD2001	178-5	178-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2001&begin=953820&end=958500	no	_	_	_	magari in una città // minore ecco no~ non consiglierei di andare a berlino di andare a londra ecco // mhmh mhmh mhmh ho	capito	va bene possiamo chiudere qui // okay // allora iniziamo // eh intanto come stai? // bene // tutto a posto // tutto a posto
ParlaBO	PBA020	99-0	99-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA020&begin=157663&end=157972	no	_	_	_	// un paese valdobbiadene? // mhmh // ah // prosecco // ecco // là sono vicino quindici minuti in macchina // //	capito	// x sì // quella zona là // e // come come ti trovi insomma // mah bene // cambiamento è stato // ah diciamo che // avevo i miei
ParlaBO	PBA020	122-0	122-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA020&begin=199999&end=200372	no	_	_	_	un po'' più il tuo giro di amici // sì // qua stavo meglio // trovo molto meglio // è più tranquillo passo d''uomo insomma //	capito	// vai // mh // vuoi // subentrare nella // eh // tieni // // dunque // inizio con le domande generali? // sì se vuoi // allora
ParlaBO	PBA020	323-0	323-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA020&begin=581671&end=582149	no	_	_	_	// siamo andati al cinema però // dopo col lavoro e tutto // difficile // infatti poi ho chen // // no scher~ // sì così //	capito	// e // dunque parlando di // natale // tu senti il natale come // festività // diciamo // secondo te è una tradizione forte
ParlaBO	PBA020	449-1	449-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA020&begin=829210&end=829786	no	_	_	_	è // che per tutto l''anno sei pulito // nel senso che non sei sporco cose così // quindi accadono cose che porta sfiga // ho	capito	// quello è il senso // sì forse // cioè anche da noi abbiamo robe legate alla sfiga // mh // mh // dura~ per il capodanno tipo
ParlaBO	PBB021	28-11	28-11	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB021&begin=66320&end=72920	no	_	_	_	// milano sono andato male // tenerife sono andato molto bene // // è andato bene ho avuto il locale dopo quan~ insomma ho	capito	che dovevo fare dell''altro l''ho venduto quindi tutto bene // a milano ho avuto un po'' di problemini perché // ho cambiato
ParlaBO	PBB021	369-2	369-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB021&begin=1217360&end=1218950	no	_	_	_	il trentuno decidiamo di prendere e stare insieme riga vabbé ci vediamo a casa di qualcuno e finisce lì la cosa // mhmh ho	capito	// poi magari il dodici dicembre esco e torno due giorni dopo a casa perché nel mentre ho su~ è successo di tutto capito? //
ParlaBO	PBC010	662-8	662-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC010&begin=2554070&end=2556894	no	_	_	_	visto insomma che i ragazzi son stati molto affascinati da questa cosa // quindi sì comunque appunto da quello che ho	capito	in generale // che sia il pro~ questo proge~ cioè questi progetti sulla memoria che altri la risposta dei ragazzi è
ParlaTO	PTA016	838-1	838-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=1563893&end=1564640	no	_	_	_	stati %addescati da tre // tre ragazze erano // credo russe russe bielorusse una cosa del genere // sì sì sì e poi // ho	capito	// molto interessante // vabbè // sì sì in questa xx xx xxx // qualcos''altro di un po'' più l~ // in cui non hai rischiato la
ParlaTO	PTA016	868-14	868-14	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=1615230&end=1618730	no	_	_	_	una bottiglietta d''acqua // // e da mangiare tipo // // una torta una roba del genere gli faccio no scusami forse non hai	capito	// e poi si era proprio arrabbiato mi fa dai x io io ti aspetto muoviti // x x oh non hai capito cioè nel senso io sono qua per
ParlaTO	PTA016	870-6	870-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=1622570&end=1626830	no	_	_	_	faccio no scusami forse non hai capito // e poi si era proprio arrabbiato mi fa dai x io io ti aspetto muoviti // x x oh non hai	capito	cioè nel senso io sono qua per darti una ma~ mica sono il tuo barista nel senso gli ho detto // sì sì sì // e queste boh sono
ParlaTO	PTA016	978-6	978-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=1808910&end=1813140	no	_	_	_	aveva // improntato afrojack e diciamo che diplo era uno che lo seguiva molto // okay // e poi adesso tutti quanti hanno	capito	che per fare soldi devi fare basi pereh // pop star o cantanti per cui il gioco è facile nel senso se sei bravo a fare una base
KIPasti	KPC002	268-1	268-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=597946&end=602401	yes	Marcatura della conoscenza condivisa	_	_	te // ma io non mi ricordo nulla non mi ricordo nulla di tedesco // poi deve scrivere in un linguaggio un po'' più xxx eh // eh	capito	non è che posso dire fare xx no no // non sono stato io // // // ma poi io no io gli rispondo gli rispondo in italiano la lettera
KIPasti	KPC002	387-12	387-12	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=912431&end=917078	yes	Richiesta di accordo/conferma	_	_	brutte alle brutte uno gli paga venti euro eh eh eh fine // però dice l''annalisa non farlo che è un''ammissione di colpa	capito	dice allora eri te // esatto certo esatto // poi magari altra roba eh capito no io non sono cioè // eh dopo poi succede
KIPasti	KPC002	512-1	512-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=1205973&end=1207268	no	_	_	_	ehm uno per camera noi non c''ha mica in camera eh // ma poi che xxxx // ma scusa quando si cambia si cambia in camera // ho	capito	ma li porto // e poi li porto in una volta sola // ho capito ma li porta giù dice li mette nel bagno per lavare e si può cambiare
KIPasti	KPC002	568-1	568-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=1328040&end=1331683	no	_	_	_	a parte quella e anche quella che hai visto te quella era bellina però eh // sì ma mi fa incazzare cioè // eh // sì ma cril // ho	capito	ma la camera è la mia cioè se me mi dite secondo me mi torna bene quello // ma era bellina giovanni questa // eh vabbè // // ma
KIPasti	KPC002	611-2	611-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=1411842&end=1414361	no	_	_	_	// eh infatti anche questo se va a levare // sì ma questo va avanti tanto tempo eh // boia è speck non è mica burro eh // sì ho	capito	però aperto così // la volete un po'' d''insalata? // ma non è non era aperto // io sì // eh // io no // te pre~ te mangia // io ora
KIPasti	KPC002	708-1	708-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=1582569&end=1585903	yes	Marcatura della conoscenza condivisa	_	_	visto ora viene con la tuta va sempre a correre dice eh // infatti lui col lockdown c''aveva il problema della corsa // eh	capito	eh ma lo faceva anche a scopo terapeutico eh // perché lui era veramente // lui proprio comincia a mangiare quei plumcake
KIPasti	KPC002	1123-4	1123-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=2433879&end=2435470	yes	Richiesta di accordo/conferma	_	_	muretto questo qua davanti? // sì // sì // c''era infatti come si chiama lì tommaso stamattina // mh // e poi lo guardava	capito	// questo por''omo del muratore // rifaceva // come si chiama no il rinzaffo sul muro insomma lo // la seconda mano // no
KIP	BOD2005	285-0	285-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=720050&end=722550	yes	Richiesta di accordo/conferma	_	_	senza manco il sorriso in faccia // cioè loro ti fottono e allora io ti devo fottere e basta // cioè zitto stai zitto //	capito	così c'' è un atteggiamento proprio del cazzo // cioè mentre appunto i napoletani // t'' fann '' o pacch'' // ti fanno il pacco
KIP	BOD2005	291-5	291-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=734883&end=738969	yes	Richiesta di accordo/conferma	_	_	capi'' // invece là gli vanno a spacca'' la faccia perché so degli stronzi // ma tipo un episodio? // tutto gli è dovuto poi	capito	cioè i na~ i napoletani in realtà c'' è son molto // cioè so accoglienti comunque si ti fottono pure soprattutto se sei
KIP	BOD2005	365-3	365-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=940439&end=942576	yes	Richiesta di accordo/conferma	_	_	ovvio che c'' è meno affluenza quindi è normale // però il sabato che ci sta tantissima gente // diventano molto costruiti	capito?	// cioè lo fanno se perché sanno che quella è un'' attrazione difatti sono tantissimi i turisti nel ballarò // e per
KIP	BOD2005	672-0	672-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1706580&end=1707304	yes	Marcatura della conoscenza condivisa	_	_	già inizio // xxxx // perché appunto sì ti voglio bene mamma tutte cose però mo so tre anni e mezzo che vivo da sola // eh //	capito?	// facciamo sempre storie su tutto // non ci sta // e voi quand'' è che mo che progettate di trasfer~ cioè avete più o meno un''
KIPasti	KPN009	193-2	193-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=465845&end=466383	no	_	_	_	solo una volta // ma dov''è chicken taste qua? // uno è lì mh // uno mi sembra che sia irnerio // mhmh // e l''altro? // non ho	capito	// ma il pollo è qua // ce n''eran due // comunque quando vai a pigliare la stazione lo vedi // sì sì sì no ma mh ho capito // tra
KIPasti	KPN009	244-14	244-14	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=634805&end=639087	yes	Richiesta di accordo/conferma	_	_	eh sì o è o è quello sui mochi o è il wasabi quello // quello famoso su youtube // no ma è proprio pastosa cioè che tipo è lurida	capito	// sì è il mochi quello // però sì ho capito // poi uno ci ve~ ci versa un po'' d''acqua e poi gli dà cazzotti // è quello che sta //
KIPasti	KPN009	246-3	246-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=639343&end=639870	no	_	_	_	// quello famoso su youtube // no ma è proprio pastosa cioè che tipo è lurida capito // sì è il mochi quello // però sì ho	capito	// poi uno ci ve~ ci versa un po'' d''acqua e poi gli dà cazzotti // è quello che sta // tipo girano sempre // e bravo // poi il
KIPasti	KPN009	662-8	662-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=1586066&end=1587733	yes	Richiesta di accordo/conferma	_	_	qua di solito quando mangia qualcosa dice madonna è troppo dolce cioè a me mi piace // poi per me non esiste il troppo dolce	capito?	// no no ma non sono troppo dolci secondo me sono troppo poco dolci // ma insomma non hanno un po'' sanno un po'' di di miele //
KIPasti	KPN009	700-2	700-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=1681839&end=1683582	no	_	_	_	// tresei massimo poi // però oh // si può fare tre per te sesamo se vuoi // mi vai di là e li inzu~ // ingredienti // no ho	capito	quali sono quelli al ses~ // quelli son finiti // x // quelli al sesamo sono buonissimi // ci sono ancora al sesamo? // no li
KIPasti	KPN009	922-2	922-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN009&begin=2159541&end=2160465	no	_	_	_	amaro del capo? // c''è amaro del capo in quel cestino // vado a vedere se è in freezer // quello sì // non xxx con tommi // eh ho	capito	// dovremmo aver~ // alzi la coda pippi le viene la coda di di uno scoiattolo // oh elena ma l''avevi portato te il gelato? //
KIPasti	KPS015	0-2	0-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=550&end=1380	no	_	_	_	sì quello ecco // d''accordo // va bene allora direi che abbiamo finito // okay // e io ti ringrazio // grazie mille // non ho	capito	// no è pronto eh // e xx quanta pasta metti // eh // #quanta n''aggia fa // vabbè tanto adesso stiamo facendo l''aperitivo
KIPasti	KPS015	110-2	110-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=165388&end=166020	no	_	_	_	appena si piglia una medicina eggi ritt avimm vist ch''i~ ch’egg combinato con l’antibiotico // mh capito // sì ho	capito	// giorgia vieni a mangia'' // e mo vengo non ti preoccupare n~ // capi'' // c''hai mandato u messaggio che giulia''? // sì // va
KIPasti	KPS015	835-1	835-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1104107&end=1106135	no	_	_	_	disponibili case più vicine però sarebbe poss~ sarebbe // eh molto m~ eh // meglio no? // eh eh // ah // io invece // avevo	capito	che era vicino la l~ // no allora // in realtà // per come guarda per come è fatta torino // è che deve attraversare eh // è
KIPasti	KPS015	1080-3	1080-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1437425&end=1439382	no	_	_	_	tu hai continuato a prenderlo o no? // e lui non sapeva // no no no // mh // aspetta // no non l''ho preso // perchè dopo abbiamo	capito	ah okay // hai avuto questo effetto allora è mononucleosi capito? // mh // ah niente meno // e poi abbiamo fatto le analisi
KIPasti	KPS015	1081-7	1081-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1439482&end=1442050	yes	Richiesta di accordo/conferma	_	_	mh // aspetta // no non l''ho preso // perchè dopo abbiamo capito ah okay // hai avuto questo effetto allora è mononucleosi	capito?	// mh // ah niente meno // e poi abbiamo fatto le analisi // eh è vero // quindi // hai fatto le analisi // mhmh // però // pur
KIPasti	KPS015	1500-6	1500-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=2002416&end=2004822	yes	Richiesta di accordo/conferma	_	_	perchè così // eh diminuisci la frizione con il cu~ con il cuscino // ehm // che è quella che // porta al a spezzare i capelli	capito?	// quindi se tu diminuisci la frizione // ah // certo // ah meglio // sì // però la passione vedi come la // si spezzano di
KIP	BOC1004	271-2	271-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=739170&end=741370	no	_	_	_	// in base alle ricerche che fa in base a // molto confuso questa definizione di informazione libraria // mh // lei ha	capito	che cos'' è l'' informazione libraria? // mica troppo // esa~ mica ta~ esa~ addirittura un profano effettivamente //
ParlaTO	PTA018	167-1	167-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=343670&end=344260	no	_	_	_	la la sto~ il mito di orfeo e di euridice // che d''avenia // commenta // in questo lungo questo // questa scrittura // ho	capito	// ehm // ma di dante quindi ti piace cioè tra inferno purgatorio e paradiso // ti piace più l''inferno? // sì // poi loro
ParlaTO	PTA018	177-2	177-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=363062&end=364210	no	_	_	_	tre autori // adesso sono alla prima edizione che // che facciano anche // poi il purgatorio e il paradiso perché // ah ho	capito	// è una // è una nuova uscita insomma // mh mh // ma come mai ti piace di più l''inferno? // di dante // mah perché // perché è
ParlaTO	PTA018	#CHECK	#CHECK	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=686672&end=688022	no	_	_	_	tutto si rendeva più facile ma // // dietro le sbarre // era solo una // una		
ParlaTO	PTA018	659-1	659-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1295586&end=1297726	no	_	_	_	ma povera donna // eh ho capito però // non era molto non era piacevole non è xxx // beh // piacevole alla vista insomma // ho	capito	però era nel giardino di casa sua // sì sì certo certo // no in effetti adesso io busso xxx // xxx cancelletto metallico //
ParlaTO	PTA018	676-1	676-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1328001&end=1329230	no	_	_	_	spesso abbiamo la manutenzione ordinaria quindi passiamo ogni quindici giorni // ah // quindi magari può essere // ho	capito	// il quattordicesimo o il sedicesimo però // più o meno // quindi loro non sa~ cioè non sanno il giorno // loro non sanno ci
ParlaTO	PTA018	749-5	749-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1474433&end=1477070	no	_	_	_	io non devo uscire // non importa che mi blocca la strada // che rimanga pure su // che muoia lì // esatto però lei non aveva	capito	che era una situazione // ho capito // altri aneddoti divertenti? // tipo // gian è sempre capace a fare il suo lavoro? //
ParlaTO	PTA018	807-2	807-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1599206&end=1601410	no	_	_	_	male una volta che gian mi ha tirato un ramo addosso sì // // perché ti ha tirato // perché non aveva capito // non aveva	capito	proprio cosa stavam facendo // stavam lavorando su una sorta di terrazzo // mh // e // e io gli ho detto // vado giù perché //
ParlaTO	PTA018	998-1	998-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=1959024&end=1959879	no	_	_	_	// eh ho capito però è lui che va in palestra mica io // comunque quindi l''abbiamo preso in giro // tantissimo // per // ho	capito	// un sacco di tempo qui io e marta invece ci siamo buttati su un letto di // foglie di caco // // detto così sembra solo una
ParlaTO	PTA018	1081-1	1081-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=2112820&end=2113380	no	_	_	_	tu? // no no secondo me è così // però è più per sentito dire // e poi perché non sono mai andato a londra per esempio // ho	capito	// però ho due amici che mi dicono guarda se vieni qui // ho capito // si lavora di più si lavora meglio // e la gente mette su
ParlaTO	PTA018	1088-1	1088-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=2126427&end=2127055	no	_	_	_	lavora di più si lavora meglio // e la gente mette su in piano diverso il giardino piuttosto che // che altro // che qua // ho	capito	// e in che zona di chieri vivi? // in che senso? // cioè in centro in periferia // ah // fuo~ mh // direi più in periferia però
ParlaTO	PTA018	1185-1	1185-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=2316530&end=2317319	no	_	_	_	amatoriale né agonistica né // tra amici insomma giochiamo a calcetto sì // tra amici // per divertirsi // esatto sì // ho	capito	// in settimana o nel weekend esci? // sì // quante volte a settimana esci più o meno? // bah dipende // anche cinque // e
ParlaTO	PTA018	1219-1	1219-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=2397640&end=2398260	no	_	_	_	// non troppo // cioè non mi piace il tipo latin~ la musica // latino americana non mi piace // le cose truzze // esatto // ho	capito	// le cose anni novanta ti piacciono? // anche sì // ma in genere non essendo però io un amante di queste cioè // io vado dove
ParlaTO	PTA018	1509-1	1509-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA018&begin=3033760&end=3034567	no	_	_	_	dall''oratorio // ne ho ricevuta una in croce rossa quindi // poi ho fatto un doppio servizio quindi ho iniziato // ho	capito	// a fare // in croce rossa // e in oratorio // ma l''esperienza dell''oratorio cosa ti ha dato invece? // l''esperienza è
ParlaBO	PBA003	937-4	937-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=3075442&end=3084433	no	_	_	_	// e forse anche adesso ancora non mi ricordo di preciso in che via sono // o come arrivarci // mh // cioè ogni volta ci	capito	per caso dico ah okay qua c''è la finestrella però non cioè poi e di nuovo // vicino a via m~ // // tutto cancellato dalla
KIP	TOC1003	38-14	38-14	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1003&begin=119595&end=128393	no	_	_	_	stia tranquillissimo // sì pressione a duecento // perché prima lei stava dicendo una cosa giusta se noneh se non ho	capito	male cioè lei stava dicendo che l'' institore è un rappresentante dell'' imprenditore no // è per quello che mi stava
KIPasti	KPS006	4-1	4-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=7338&end=7891	no	_	_	_	grazie a te anche a te // la sorella // eh // ogni tanto si faceva passare il padre // ora il padre è morto qualche mese fa // ho	capito	// poi gimmi me l''ha detto // io le ho fatto le condoglianze ho detto ma che è successo? // improvvisamente era ammala'' // e
KIPasti	KPS006	468-0	468-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=848536&end=848705	no	_	_	_	// anche se cambi la sim // anche se cambi la sim // non c''è niente sulla sim // li mettiamo tutti sul telefono // tanto //	capito?	// non saranno tantissimi no? // io // perchè quelli li puoi spostare // o sulla sim o sul telefono // o in parte in parte //
KIP	TOA3012	106-8	106-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=170325&end=173394	no	_	_	_	trombato con denerys // io non l'' ho mai seguita quindi mi dispiace proprio // non puoi capire sono cugini fratelli non ho	capito	cosa sono // ho ucciso un insetto con questa foglia // eh dietro? // sono fratelli? // no cugini no non lo so // cugini? //
KIP	TOA3012	409-1	409-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=632315&end=632856	no	_	_	_	arrivi in via po // prima di via po // prima di girare su via po'' c'' è sta fermata // ah okay okay ho capito sì sì // esatto // ho	capito	// ho capito xx grande // che figo // stavamo stavamo là eccetera // arrivano due che stavano strafuori // e iniziano a dar
KIP	TOA3012	554-2	554-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=869824&end=872656	no	_	_	_	tanto angelo più o meno perché non fosse per lui che ci portava in questura noi non li avremmo beccati quelli lì // vabbè ho	capito	ma lui dove ci doveva portà poretto // fossimo andate dritte // eh ci sta // lui angelo // e quindi non gli hanno fatto
KIP	TOA3012	620-2	620-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=983896&end=986774	no	_	_	_	era vero però c'' avevano rivisto insieme // c'' hanno rivisto nella stessa situazione non hanno visto // vabbè ho	capito	vabbè ma noi anima da crocerossine scusa eh // cioè li volevamo rivedè come state come non state // eh vabbè che glie frega
